Número de Ticket;Creado;Estado;Propietario;Asunto
202507034700044;3/7/2025;Cerrado con exito;victor.freire;Re: [Ticket#202507034700044] REMITIR DOCUMENTOS A TTHH
202507024700488;2/7/2025;Cerrado con exito;victor.freire;Re: [Ticket#202507024700488] ACTUALIZAR DIAGRAMAS SIR Y CARGAR DOCUMENTO EN NEXTCLOUD
202507014700303;1/7/2025;Cerrado con exito;victor.freire;Re: [Ticket#202507014700303] CREACION DE USUARIOS
202506304700202;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700202] CURSO CONTROL EN LA GESTIÓN ESTRATÉGICA Y OPERATIVA DE PROCESOS
202506304700200;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700200] REALIZAR RESPUESTA MEMORANDO DIGERCIC-CGAJ.DAJ-2025-0130-M
202506304700199;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700199] REALIZAR INFORME GPR SEMESTRAL DE RIESGOS
202506304700197;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700197] REALIZAR INFORME GPR TRIMESTRAL UAYP
202506304700196;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700196] REALIZAR INFORME GPR SEMESTRAL UAYP
202506304700180;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700180] REALIZAR PRUEBAS GESTION DE CAMBIOS OTOBO
202506304700178;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700178] REALIZAR RECORDATORIO HITOS A REPORTAR GPR DGTI PRIMER SEMESTRE 2025
202506304700177;30/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506304700177] Responder memorando DIGERCIC-CGTIC.DGT-2025-0234-M
202506104700041;10/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506104700041] Realizar respuesta a memorando DIGERCIC-CGTIC.DGT-2025-0211-M
202506104700015;10/6/2025;Cerrado con exito;victor.freire;Re: [Ticket#202506104700015] Recordatorio Indicadores Procedimientos, Objetivos Operativos y Riesgos de la DGTI a reportar en la  [...]
202505224700079;22/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505224700079] Asistencia reunión Comité Técnico de Normalización TIC
202505194700142;19/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505194700142] Solicitud de creación de credenciales en el Sistema GPR para Santiago Miranda
202505064700160;6/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505064700160] REALIZAR PLANES DE ACCIÓN DE 45 Y 60 DIAS
202505064700065;6/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505064700065] ACTUALIZAR/FIRMAR PERFIL PROYECTO SISTEMA UNIFICADO Y BASE DE DATOS UNICA
202505064700063;6/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505064700063] ACTUALIZAR INFORME GESTIÓN CUATRIMESTRAL DGTI
202505064700057;6/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505064700057] REVISAR/ACTUALIZAR MATRIZ DE PLAN DE ACCIÓN CUMPLIMIENTO RECOMENDACIONES 23 Y 24 DEL INFORME DNA1-00 [...]
202505064700054;6/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505064700054] REALIZAR MATRIZ INICIATIVA PROYECTOS INVERSIÓN PUBLICA
202505064700053;6/5/2025;Cerrado con exito;victor.freire;Re: [Ticket#202505064700053] REVISAR/REALIZAR RESPUESTA MEMORANDO DIGERCIC-CGPGE-2025-0318-M:Recordatorio envío de ficha de inici [...]
202504294700235;29/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504294700235] CARGA INFORMACIÓN PROCESO DE CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE EQUIPOS MULTIFUNCIÓN (IMP [...]
202504294700234;29/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504294700234] ACTUALIZAR PERFIL DE PROYECTO PROCESO DE CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE EQUIPOS MULTI [...]
202504294700233;29/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504294700233] ASESORIA PROCESO DE CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE EQUIPOS MULTIFUNCIÓN (IMPRESORAS)  [...]
202504244700259;24/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504244700259] APOYO PARA ELABORACION DE INFORME DE BIENES DEL CONTRATO SEDIP CON OBSERVACIONES EN SU LIQUIDACION E [...]
202504244700258;24/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504244700258] Revisión del Informe de Justificación de la Necesidad – Contratación del Servicio de Web Application [...]
202504244700257;24/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504244700257] REALIZZAR BORRADOR PERFIL PROYECTO BASE DE DATOS UNICA
202504164700220;16/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504164700220] SOLICITUD DE REVISION DE INFORME E INDICE PARA CUMPLIMIENTO DE RECOMENDACIONES DE LA CONTRALORIA
202504164700218;16/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504164700218] CARGA DOCUMENTACION EN ALFRESCO POR OBSERVACIONES A CUMPLIMIENTO RECOMENDACION 23 Y 24 DEL INFORME D [...]
202504164700217;16/4/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202504164700217] APOYO PARA REVISION DOCUMENTOS DEL SEXTO PERIODO DE MANTENIMIENTO DEL CONTRATO No.LPI-DIGERCIC-02-20 [...]
202504164700215;16/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504164700215] REALIZAR REVISIÓN Y DOCUMENTACIÓN PARA PAGO MEDIACIÓN SEDIP COMPLEMENTARIO
202504114700037;11/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504114700037] ACTUALIZAR INFORME DE ARQUITECTURA SIR
202504114700033;11/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504114700033] CARGAR DIAGRAMAS CEDULA DIGITAL
202504084700241;8/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504084700241] ACTUALIZAR INFORME DE ARQUITECTURA CEDULA DIGITAL
202504074700025;7/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504074700025] SUBIR A HERRAMIENTA GPR INFORMES TRIMESTRALES DGTI
202504044700194;4/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504044700194] REALIZAR INFORME GPR TRIMESTRAL UAYP
202504014700146;1/4/2025;Cerrado con exito;victor.freire;Re: [Ticket#202504014700146] REALIZAR MEMORANDOS DE SOLICITUD DE INSUMOS PARA PROYECTO BDU
202503274700017;27/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503274700017] CARGA DOCUMENTACIÓN ALFRESCO CONTRATO LPI-DICERGIC-02-2019
202503264700267;26/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503264700267] REVISAR ESTRUCTURA ALFRESCO CONTRATO LPI-DICERGIC-02-2019
202503264700265;26/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503264700265] REVISAR/REALIZAR FORMATO F05V01-PRO-PGE-PLI-005 DIAGNÓSTICO PROYECTO DE IMPLEMENTACIÓN SISTEMA UNIFI [...]
202503264700069;26/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503264700069] REVISAR/ACTUALIZAR INFORME Detalle de información del expediente de gestión del contrato No.LPI-DIGE [...]
202503204700179;20/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503204700179] ACTUALIZAR PERFIL DE PROYECTO SISTEMA SIR
202503204700176;20/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503204700176] RECOLECCIÓN DE DIAGRAMAS ACTUALIZADOS PARA ATENCIÓN MEMORANDO DIGERCIC-CGTIC.DSI-2025-0395-M: SOLICI [...]
202503204700172;20/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503204700172] REMITIR DOCUMENTO DE APROBACIÓN DE VIABILIDAD TÉCNICA DEL PROCESO DE CONTRATACIÓN DEL SERVICIO DE AR [...]
202503204700170;20/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503204700170] ATENCION MEMORANDO DIGERCIC-CGTIC.DSI-2025-0395-M: SOLICITUD DE DIAGRAMAS DE LOS SISTEMAS INSTITUCIO [...]
202503204700166;20/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503204700166] REALIZAR CARGA DE INFORMACIÓN Y DOCUMENTACIÓN DEL PROCESO DE CONTRATACIÓN DEL SERVICIO DE ARRENDAMIE [...]
202503194700047;19/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503194700047] DESACTIVACIÓN VALLE LOPEZ
202503194700038;19/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503194700038] ACTIVACION USUARIO - VILLALBA FLOR
202503194700026;19/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503194700026] DESACTIVACIÓN USUARIOS - ZAMBRANO VITE
202503194700023;19/3/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202503194700023] DESACTIVACION DE USUARIOS PAILLACHO ANCHALI JENNY ELIZABETH
202503194700019;19/3/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202503194700019] DESACTIVACION USUARIOS - PORTILLA - JAHUACO
202503194700018;19/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503194700018] REALIZAR PERFIL DE PROYECTO PROCESO DE CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE EQUIPOS MULTIFU [...]
202503194700016;19/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503194700016] ASESORIA PROCESO DE CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE EQUIPOS MULTIFUNCIÓN (IMPRESORAS)  [...]
202503114700033;11/3/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202503114700033] DESACTIVACIÓN USARIO D'AMICO ALESSANDRA
202503114700031;11/3/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202503114700031] DESACTIVACION USUARIOS - PESANTEZ Y VALLADARES
202503064700203;6/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503064700203] DESACTIVACIÓN USUARIO GPR VEINTIMILLA SALGUERO ADRIAN VLADIMIR
202503064700202;6/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503064700202] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 28/02/24
202503064700069;6/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503064700069] DESACTIVACIÓN USUARIO GPR ZAMBRANO CEVALLOS MARIA DE LOS ANGELES
202503054700068;5/3/2025;Cerrado con exito;victor.freire;Re: [Ticket#202503054700068] DESACTIVACIÓN USUARIO GPR SÁNCHEZ PILLCO PAOLA FERNANDA
202502254700254;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700254] REALIZAR CAMBIO PATROCINADOR EN GPR DGTI
202502254700249;25/2/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202502254700249] ASISTENCIA REUNIÓN PETIC
202502254700246;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700246] ACTIVACION USUARIO GPR ESPIN BRIONES CARLOS ENRIQUE DIRECTOR INFRAESTRUCTURA
202502254700245;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700245] ACTIVACION USUARIO GPR FAUSTO JALON COORDINADOR DE TECNOLOGIAS DE INFORMACIÓN
202502254700244;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700244] DESACTIVACIÓN USUARIO GPR FAUSTO JALON
202502254700242;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700242] SOLICITUD PLANIFICA ECUADOR ACTIVACION USUARIO GPR OQUENDO TORRES VICTOR ANDRES DIRECTOR DE PATROCIN [...]
202502254700241;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700241] SOLICITUD PLANIFICA ECUADOR ACTIVACION USUARIO GPR RENTERIA LANDIVAR MARIA JOSE COORDINADORA GENERAL [...]
202502254700239;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700239] ACTIVACION USUARIO GPR OQUENDO TORRES VICTOR ANDRES DIRECTOR DE PATROCINIO Y NORMATIVA
202502254700237;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700237] ACTIVACION USUARIO GPR OLIVO CARRION MYRIAM ANDREA DIRECTORA DE ASESORIA JURIDICA
202502254700236;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700236] ACTIVACION USUARIO GPR RENTERIA LANDIVAR MARIA JOSE COORDINADORA GENERAL DE ASESORIA JURIDICA
202502254700232;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700232] DESACTIVACIÓN USUARIO GPR LLERENA VELEZ GABRIELA LISSETH
202502254700230;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700230] DESACTIVACIÓN USUARIO GPR ZAVALA DIAZ MARIA DANIELA
202502254700229;25/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502254700229] DESACTIVACIÓN USUARIO GPR MORENO PROAÑO VINICIO JAVIER
202502244700022;24/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502244700022] DESACTIVACIÓN USUARIO GPR FILIAN GOMEZ MARGARITA DEL ROCIO
202502214700234;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700234] REALIZAR INFORME DE ESTADO DE LAS RECOMENDACIONES 24 Y 25 DE LA CONTRALORIA
202502214700233;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700233] REMITIR ACTAS FIRMADAS Y RETIRAR SUMINISTROS DGTI FEBRERO 2025
202502214700227;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700227] REALIZAR INFORME SOBRE FACTIBILIDAD DE SOPORTE PARA SEDIP
202502214700225;21/2/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202502214700225] DESACTIVACIÓN USUARIO GPR VILLEGAS CHAMBA LUIS ARMANDO
202502214700218;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700218] DESACTIVACIÓN USUARIO GPR CORONEL VICUÑA UBALDO FABIAN
202502214700217;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700217] ACTIVACIÓN USUARIO GPR COORDINADOR ZONAL 7 ALVAREZ MALDONADO JUAN CARLOS
202502214700215;21/2/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202502214700215] DESACTIVACIÓN USUARIO GPR MORILLO TORRES CRISTIAN MARCELO
202502214700213;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700213] ACTIVACIÓN USUARIO GPR DIRECTORA DE SERVICIOS DE IDENTIFICACIÓN Y CEDULACION ENRIQUEZ RODRIGUEZ MARI [...]
202502214700210;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700210] ACTIVACIÓN USUARIO GPR DIRECTOR INVESTIGACION CIVIL Y MONITOREO CHAVEZ OÑA JORGE SANTIAGO
202502214700208;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700208] Realizar respuesta a Memorando DIGERCIC-CGAF.DATH-2025-0765-M-Solicitud de pruebas de descargo
202502214700206;21/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502214700206] Realizar respuesta a Memorando DIGERCIC-CGAF.DATH-2025-0702-M: Notificación de régimen disciplinario [...]
202502124700085;12/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502124700085] SOLICITUD DE APOYO PARA REVISION DEL ESTADO DE LAS RECOMENDACIONES DE LA CONTRALORIA
202502124700084;12/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502124700084] ACTIVACIÓN USUARIO GPR COORDINADORA ZONA 9 RAMIREZ HERRERIA PAMELA CAROLINA
202502064700101;6/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502064700101] ACTIVACIÓN USUARIO GPR INTRIAGO SOLORZANO LEONARDO DANTE DIRECTOR/A DE COMUNICACIÓN SOCIAL
202502064700018;6/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502064700018] DESACTIVACIÓN USUARIO GPR GUEVARA MARIN MAYRA ALEJANDRA
202502054700018;5/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502054700018] DESACTIVACIÓN USUARIO GPR CALLE NARANJO MARIA ELENA
202502044700098;4/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502044700098] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 04/02/25
202502044700097;4/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502044700097] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 03/02/25
202502044700094;4/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502044700094] REVISIÓN MATRIZ ACTIVACIÓN USUARIOS 3/02/25
202502044700091;4/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502044700091] REALIZAR MEMORANDO PEDIDO SUMINISTROS FEBRERO 2025
202502044700086;4/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502044700086] SOLICITUD DE CARGA DE INFORMACIÓN GPR - RIESGOS GPR 2025 (DGTI)
202502034700072;3/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502034700072] DESACTIVACIÓN USUARIO GPR CHIRIBOGA MENA DIEGO FRANCISCO
202502034700070;3/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502034700070] DESACTIVACIÓN USUARIO GPR AVENDAÑO MONTOYA DANIELA ALEJANDRA
202502034700056;3/2/2025;Cerrado con exito;victor.freire;Re: [Ticket#202502034700056] REALIZAR/SOLICITAR FIRMA DOCUMENTO PEDIDO SUMINISTROS FEBRERO 2025
202501314700225;31/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501314700225] ACOMPAÑAMIENTO ENTREGA CAJAS CON DOCUMENTOS DE LOS 4 MANTENIMIENTOS CONTRATO SEDIP
202501314700178;31/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501314700178] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 31/01/25
202501304700077;30/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501304700077] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 27/01/25
202501304700074;30/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501304700074] DESACTIVACIÓN USUARIO GPR CUVERO MIRANDA MARIO ANDRES COORDINADOR/A GENERAL DE SERVICIOS
202501304700070;30/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501304700070] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 28/01/25
202501274700339;27/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501274700339] REALIZAR RESPUESTA A MEMORANDO DIGERCIC-CGPGE-2025-0032-M (CARGA GPR DGTI)
202501274700150;27/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501274700150] SOLICITUD DE CARGA DE INFORMACIÓN GPR - PLAN ANUAL COMPROMETIDO PAC GPR 2025 (DGTI)
202501274700148;27/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501274700148] ACTIVACIÓN USUARIO GPR ZAVALA DIAZ MARIA DANIELA DIRECTORA DE ASESORIA JURIDICA
202501234700105;23/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501234700105] REALIZAR RESPUESTA A MEMORANDO DIGERCIC-CGAF.DATH-2025-0175-M
202501214700293;21/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501214700293] Capacitación del contrato No.CGAJ-DAJ-CON-2024-005
202501214700292;21/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501214700292] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 20/01/25
202501214700291;21/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501214700291] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 17/01/25
202501214700280;21/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501214700280] DESACTIVACIÓN USUARIO REYES BATALLAS MARIA JOSE
202501214700266;21/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501214700266] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 15/01/25
202501214700264;21/1/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202501214700264] VERIFICACION DE DESACTIVACION DE USUARIO FLORES TARAMBIS ALVARO PATRICIO
202501214700260;21/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501214700260] DESACTIVACIÓN USUARIO GPR CABRERA MAYANQUER ANDREA TATIANA DIRECTORA ASESORIA JURIDICA
202501204700189;20/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501204700189] REALIZAR RESPUESTA A MEMORANDO DIGERCIC-CGAF.DATH-2025-0138-M
202501174700162;17/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501174700162] Actualizar formulario VPN
202501174700040;17/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501174700040] Autorización creación usuario GPR Andrea Garnica
202501134700018;13/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501134700018] Elaborar informe del 4to semestre del 2024 (DGTI-UAYP)
202501134700016;13/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501134700016] REVISAR Y SUBIR INFORMES DE RIESGOS GPR DGTI
202501084700071;8/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501084700071] REVISAR Y SUBIR INFORMES GPR DGTI
202501064700344;6/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501064700344] RESETEO CLAVE GPR MARIA JOSE REYES BATALLAS
202501064700027;6/1/2025;Cerrado con exito;victor.freire;Re: [Ticket#202501064700027] DESACTIVACIÓN USUARIO CISNEROS ALDEAN HENRY BLADIMIR COORDINADOR/A GENERAL DE PLANIFICACION Y GESTIO [...]
202501064700022;6/1/2025;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202501064700022] REVISIÓN MATRIZ DESACTIVACIÓN USUARIOS 31/12/24
202412274700194;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700194] REALIZAR INFORMES GPR SEMESTRALES Y TRIMESTRALES DE UAYP
202412274700051;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700051] REVISAR MATRIZ INDICE PARA EL CUARTO MANTENIMIENTO CONTRATO PRINCIPAL
202412274700050;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700050] REVISAR MATRIZ INDICE PARA EL QUINTO MANTENIMIENTO CONTRATO PRINCIPAL
202412274700040;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700040] RECOLECCIÓN DOCUMENTOS ELECTRÓNICOS PARA ACTA DE ACUERDO PARCIAL DE PAGO CONTRATO PRINCIPAL
202412274700038;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700038] REVISAR MATRIZ INDICE PARA ACTA DE ACUERDO PARCIAL DE PAGO CONTRATO COMPLEMENTARIO
202412274700035;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700035] REVISAR MATRIZ INDICE PARA ACTA DE ACUERDO PARCIAL DE PAGO CONTRATO PRINCIPAL
202412274700034;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700034] REVISAR CARPETA FISICA Y ARCHIVOS DEL QUINTO MANTENIMIENTO SEDIP
202412274700033;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700033] REVISAR CARPETA FISICA Y ARCHIVOS DEL CUARTO MANTENIMIENTO SEDIP
202412274700032;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700032] REVISAR CARPETA FISICA Y ARCHIVOS DEL TERCER MANTENIMIENTO SEDIP
202412274700031;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700031] REVISAR CARPETA FISICA Y ARCHIVOS DEL SEGUNDO MANTENIMIENTO SEDIP
202412274700030;27/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412274700030] REVISAR CARPETA FISICA Y ARCHIVOS DEL PRIMER MANTENIMIENTO SEDIP
202412234700060;23/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412234700060] RECOLECTAR FIRMAS INSUMOS DGTI
202412184700007;18/12/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202412184700007] REACTIVACIÓN USUARIO GPR
202412184700006;18/12/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202412184700006] REVISIÓN MATRICES DESACTIVACIÓN USUARIO GPR
202412104700242;10/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412104700242] Realizar Levantamiento de Encuesta de Percepción del Nivel Jerárquico Superior - Dirección de Tecnol [...]
202412094700123;9/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412094700123] DESACTIVACIÓN USUARIO GPR TORRES CARRERA MILTON DANIEL
202412094700067;9/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412094700067] DESACTIVACIÓN USUARIO GPR POGO TORRES ANDREA DE LOURDES
202412054700173;5/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412054700173] REALIZAR RESPUESTA MEMORANDO Notificación - Resolución No. 100-DIGERCIC-CGAJ-DAJ-2024.
202412054700172;5/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412054700172] REALIZAR RESPUESTA MEMORANDO Notificación de régimen disciplinario - Acción de Personal Nro. DIGERCI [...]
202412054700137;5/12/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202412054700137] DESACTIVACIÓN USUARIO GPR LIMA ENDARA
202412054700134;5/12/2024;cerrado, no cumple requisitos;victor.freire;Re: [Ticket#202412054700134] DESACTIVACIÓN USUARIOS DE ACUERDO A MATRIZ DEL 31-10-24
202412054700131;5/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412054700131] ACTIVACIÓN USUARIO GPR JALON RUIZ FAUSTO ENRIQUE DIRECTOR DE INFRAESTRUCTURA Y OPERACIONES
202412054700106;5/12/2024;Cerrado con exito;victor.freire;Re: [Ticket#202412054700106] Evaluación del Servicio: Satisfacción en el servicio en Evaluación Proyectos TI
202411274700072;27/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411274700072] REVISAR DOCUMENTACIÓN Y SUBIR A GOB.EC POR PROCESO SIMPLIFICADO DEL PROYECTO REPOTENCIACIÓN ABIS
202411274700070;27/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411274700070] REALIZAR PERFIL DE PROYECTO REPOTENCIACIÓN SEDIP
202411224700052;22/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411224700052] ASISTIR A REUNIÓN RECOMENDACIONES DEL OFICIO No. MINTEL-SGERC-2024-1193-O
202411224700045;22/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411224700045] — REVISAR DOCUMENTACIÓN Y SUBIR AL SISTEMA CTI DEL PROYECTO ADQ
202411224700040;22/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411224700040] DESACTIVACIÓN USUARIO GPR MAÑAY TIPANTUÑA
202411224700039;22/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411224700039] REALIZAR OFICIO LAPSUS CALAMIS DOCUMENTACIÓN PROYECTO LICENCIAS ABIS
202411214700305;21/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411214700305] ELABORACIÓN INFORME DE FACTIBILIDAD DE MIGRACIÓN ADQUISICIÓN DE LICENCIAS DE SOFTWARE PARA EL SISTEM [...]
202411214700302;21/11/2024;Cerrado con exito;victor.freire;Re: [Ticket#202411214700302] ELABORACIÓN PERFIL DE PROYECTO ADQUISICIÓN DE LICENCIAS DE SOFTWARE PARA EL SISTEMA DE IDENTIFICACIÓ [...]
